Crime Against Category,Offense,Sector,Beat,MCPP,Time,Day,Year
2,8,8,11,CAPITOL HILL,984,2,0
2,33,10,17,FIRST HILL,1829,0,0
1,47,15,34,NORTHGATE,1711,0,0
2,8,7,10,SLU/CASCADE,1522,6,0
2,8,15,33,NORTHGATE,1457,0,0
2,8,14,31,DOWNTOWN COMMERCIAL,0,3,0
2,19,10,17,FIRST HILL,796,0,0
2,12,14,30,DOWNTOWN COMMERCIAL,1522,4,0
2,1,8,12,FIRST HILL,1153,0,0
2,8,7,9,QUEEN ANNE,1428,4,0
2,54,6,5,CAPITOL HILL,1861,6,0
2,53,13,27,ROOSEVELT/RAVENNA,95,6,0
2,8,22,48,ROOSEVELT/RAVENNA,59,6,0
1,0,14,29,DOWNTOWN COMMERCIAL,945,0,0
2,8,7,9,SLU/CASCADE,1587,6,0
2,1,11,22,ROOSEVELT/RAVENNA,1869,4,0
2,12,11,22,ROOSEVELT/RAVENNA,63,0,0
2,8,6,5,CAPITOL HILL,1428,4,0
2,53,11,22,ROOSEVELT/RAVENNA,1492,5,0
2,53,5,2,BALLARD SOUTH,1902,0,0
2,10,22,49,UNIVERSITY,823,6,0
2,1,11,22,ROOSEVELT/RAVENNA,1244,5,0
2,1,15,34,NORTHGATE,0,6,0
2,53,18,41,QUEEN ANNE,1902,5,0
2,53,8,13,FIRST HILL,1135,6,0
2,53,18,40,QUEEN ANNE,1902,5,0
2,46,13,27,NORTHGATE,840,0,0
2,53,18,41,QUEEN ANNE,945,6,0
2,53,22,48,UNIVERSITY,95,6,0
2,53,18,40,QUEEN ANNE,1902,5,0
2,8,6,5,CAPITOL HILL,864,5,0
2,12,6,5,CAPITOL HILL,893,0,0
2,8,18,41,QUEEN ANNE,1806,6,0
2,46,22,50,ROOSEVELT/RAVENNA,1439,1,0
2,46,22,50,ROOSEVELT/RAVENNA,1419,6,0
2,1,22,48,UNIVERSITY,1080,4,0
2,8,18,41,QUEEN ANNE,1443,6,0
2,53,18,41,QUEEN ANNE,1806,5,0
2,8,7,10,SLU/CASCADE,721,0,0
2,12,7,10,SLU/CASCADE,721,0,0
2,12,22,48,UNIVERSITY,667,4,0
2,1,18,41,QUEEN ANNE,978,4,0
2,54,22,48,UNIVERSITY,697,3,0
2,1,10,17,FIRST HILL,1183,5,0
2,53,8,13,CAPITOL HILL,823,5,0
2,53,18,40,QUEEN ANNE,952,5,0
2,46,14,31,DOWNTOWN COMMERCIAL,823,2,0
2,53,11,22,ROOSEVELT/RAVENNA,984,4,0
2,8,8,12,CAPITOL HILL,1157,6,0
2,8,8,13,FIRST HILL,1522,1,0
2,26,5,2,BALLARD SOUTH,0,5,0
2,54,15,34,NORTHGATE,1825,4,0
2,1,14,30,DOWNTOWN COMMERCIAL,1157,5,0
2,1,7,10,SLU/CASCADE,1724,5,0
2,53,7,8,SLU/CASCADE,893,5,0
2,1,22,48,ROOSEVELT/RAVENNA,82,4,0
2,8,8,11,CAPITOL HILL,1522,6,0
2,54,22,48,ROOSEVELT/RAVENNA,438,0,0
2,53,22,49,UNIVERSITY,1753,4,0
2,3,8,11,CAPITOL HILL,384,0,0
2,9,15,34,NORTHGATE,374,0,0
2,8,18,41,QUEEN ANNE,182,0,0
2,46,22,50,ROOSEVELT/RAVENNA,1244,6,0
2,8,6,5,CAPITOL HILL,508,6,0
2,8,11,22,ROOSEVELT/RAVENNA,239,4,0
2,54,22,49,UNIVERSITY,1861,2,0
2,53,22,49,UNIVERSITY,1955,2,0
2,8,18,41,QUEEN ANNE,191,1,0
2,53,5,3,BALLARD SOUTH,2126,2,0
2,8,18,40,QUEEN ANNE,1067,6,0
2,53,5,2,BALLARD SOUTH,34,3,0
2,8,22,49,UNIVERSITY,1944,2,0
2,8,7,9,SLU/CASCADE,697,6,0
2,19,18,41,QUEEN ANNE,1587,3,0
2,8,8,11,CAPITOL HILL,1428,3,0
2,1,14,30,DOWNTOWN COMMERCIAL,1810,6,0
3,55,11,22,ROOSEVELT/RAVENNA,882,5,0
2,8,8,13,FIRST HILL,2095,2,0
2,53,15,33,NORTHGATE,0,4,0
2,54,15,33,NORTHGATE,0,4,0
2,33,22,50,ROOSEVELT/RAVENNA,438,0,0
2,54,22,50,ROOSEVELT/RAVENNA,438,0,0
1,47,8,11,CAPITOL HILL,1850,5,0
1,47,15,33,NORTHGATE,785,0,0
2,33,14,29,DOWNTOWN COMMERCIAL,1076,2,0
2,8,8,13,FIRST HILL,655,0,0
2,33,13,26,NORTHGATE,1606,1,0
2,54,13,26,NORTHGATE,1606,1,0
2,8,18,41,QUEEN ANNE,708,3,0
2,54,15,33,NORTHGATE,802,4,0
2,33,22,48,ROOSEVELT/RAVENNA,1902,4,0
2,8,8,12,CAPITOL HILL,0,0,0
1,0,8,13,FIRST HILL,1392,2,0
2,8,5,3,BALLARD SOUTH,1329,1,0
2,12,22,49,UNIVERSITY,1199,2,0
3,55,11,22,ROOSEVELT/RAVENNA,1048,2,0
1,47,14,29,DOWNTOWN COMMERCIAL,984,1,0
2,8,22,48,ROOSEVELT/RAVENNA,183,2,0
1,0,22,49,UNIVERSITY,1292,2,0
2,46,22,50,ROOSEVELT/RAVENNA,857,2,0
2,53,22,48,UNIVERSITY,1499,1,0
2,8,6,5,CAPITOL HILL,1113,0,0
2,51,7,8,SLU/CASCADE,0,5,0
2,23,22,48,ROOSEVELT/RAVENNA,0,3,0
1,0,18,41,SLU/CASCADE,918,2,0
2,53,7,10,SLU/CASCADE,755,0,0
1,29,22,49,UNIVERSITY,905,2,0
1,0,8,13,FIRST HILL,1076,1,0
2,1,8,11,CAPITOL HILL,1466,2,0
3,55,7,9,QUEEN ANNE,314,2,0
2,9,15,34,NORTHGATE,429,2,0
2,8,13,27,NORTHGATE,0,2,0
2,12,5,2,BALLARD SOUTH,1836,1,0
2,53,8,13,FIRST HILL,1642,1,0
2,1,8,13,FIRST HILL,1642,1,0
2,33,6,5,CAPITOL HILL,0,6,0
1,0,8,11,CAPITOL HILL,1612,1,0
2,33,22,50,ROOSEVELT/RAVENNA,1806,0,0
2,54,13,27,NORTHGATE,1522,5,0
2,51,15,33,NORTHGATE,1327,1,0
2,8,14,29,DOWNTOWN COMMERCIAL,781,1,0
2,8,7,9,QUEEN ANNE,1235,0,0
2,1,7,9,QUEEN ANNE,1428,4,0
2,8,8,11,CAPITOL HILL,2,1,0
2,53,22,48,ROOSEVELT/RAVENNA,741,0,0
2,54,22,48,UNIVERSITY,692,1,0
2,8,10,17,FIRST HILL,661,1,0
2,51,10,17,FIRST HILL,1536,0,0
2,53,14,29,DOWNTOWN COMMERCIAL,481,1,0
2,53,13,27,ROOSEVELT/RAVENNA,1902,2,0
2,8,10,17,FIRST HILL,835,1,0
2,54,10,17,FIRST HILL,781,0,0
2,1,8,11,CAPITOL HILL,1650,4,0
2,33,22,49,UNIVERSITY,737,1,0
1,47,7,8,SLU/CASCADE,748,1,0
2,8,14,29,DOWNTOWN COMMERCIAL,1440,5,0
2,10,10,17,FIRST HILL,796,0,0
2,1,8,12,CAPITOL HILL,1572,3,0
2,53,5,2,BALLARD SOUTH,958,0,0
2,53,22,49,UNIVERSITY,65,0,0
2,1,5,2,BALLARD SOUTH,231,0,0
2,53,5,3,BALLARD SOUTH,741,0,0
2,53,5,2,BALLARD SOUTH,0,0,0
2,1,15,33,NORTHGATE,817,0,0
3,55,15,33,NORTHGATE,2061,0,0
2,1,14,31,DOWNTOWN COMMERCIAL,1819,0,0
3,55,18,41,QUEEN ANNE,1236,0,0
2,8,7,9,SLU/CASCADE,1428,4,0
2,12,13,27,NORTHGATE,0,5,0
2,8,5,2,BALLARD SOUTH,7,0,0
2,1,22,49,UNIVERSITY,1339,2,0
2,53,13,27,NORTHGATE,1806,4,0
2,53,18,40,QUEEN ANNE,1554,3,0
2,53,8,12,CAPITOL HILL,830,0,0
2,33,7,10,SLU/CASCADE,653,0,0
2,8,7,9,SLU/CASCADE,603,0,0
2,12,12,23,DOWNTOWN COMMERCIAL,1733,4,0
2,50,15,33,NORTHGATE,2,5,0
2,54,18,40,QUEEN ANNE,2105,6,0
2,33,18,40,QUEEN ANNE,1478,5,0
2,53,8,13,FIRST HILL,1911,0,0
2,53,5,2,BALLARD SOUTH,1806,3,0
2,1,15,33,NORTHGATE,1902,3,0
2,8,8,11,CAPITOL HILL,354,4,0
2,1,7,9,SLU/CASCADE,1806,2,0
1,0,7,9,SLU/CASCADE,741,3,0
1,31,7,9,SLU/CASCADE,661,3,0
2,58,8,12,CAPITOL HILL,2,5,0
2,8,22,48,ROOSEVELT/RAVENNA,283,2,0
2,50,5,2,BALLARD SOUTH,415,1,0
2,50,15,33,NORTHGATE,2030,0,0
2,33,10,17,FIRST HILL,549,4,0
1,29,14,29,DOWNTOWN COMMERCIAL,1658,5,0
2,54,22,49,UNIVERSITY,1699,6,0
2,33,18,41,QUEEN ANNE,1113,5,0
2,44,12,24,DOWNTOWN COMMERCIAL,1464,3,0
1,34,13,27,NORTHGATE,1228,3,0
2,51,12,23,DOWNTOWN COMMERCIAL,0,1,0
2,51,8,11,CAPITOL HILL,0,2,0
1,29,13,27,NORTHGATE,823,3,0
1,47,22,49,UNIVERSITY,1026,3,0
2,46,22,49,UNIVERSITY,1103,2,0
2,12,8,11,CAPITOL HILL,1699,2,0
2,54,18,40,QUEEN ANNE,0,2,0
2,46,13,27,NORTHGATE,1157,2,0
3,15,7,9,SLU/CASCADE,536,3,0
2,53,14,30,DOWNTOWN COMMERCIAL,1339,5,0
1,29,13,27,NORTHGATE,218,3,0
2,12,13,27,NORTHGATE,218,3,0
2,46,13,27,NORTHGATE,401,3,0
2,58,22,49,UNIVERSITY,0,0,0
2,18,7,9,QUEEN ANNE,1669,1,0
1,47,15,33,NORTHGATE,1587,2,0
2,1,15,33,NORTHGATE,1587,2,0
1,47,22,48,ROOSEVELT/RAVENNA,7,3,0
1,29,12,23,DOWNTOWN COMMERCIAL,75,3,0
3,15,14,30,DOWNTOWN COMMERCIAL,6,3,0
2,8,14,30,DOWNTOWN COMMERCIAL,6,3,0
1,45,15,34,NORTHGATE,0,2,0
2,44,22,49,UNIVERSITY,1841,2,0
2,33,18,40,QUEEN ANNE,1587,1,0
2,44,6,5,CAPITOL HILL,1810,2,0
2,12,15,33,NORTHGATE,1522,1,0
3,55,14,31,DOWNTOWN COMMERCIAL,1710,2,0
1,29,15,34,NORTHGATE,1678,2,0
2,8,5,2,BALLARD SOUTH,95,1,0
2,1,5,3,BALLARD SOUTH,1698,2,0
2,8,8,12,CAPITOL HILL,1507,2,0
3,15,12,23,DOWNTOWN COMMERCIAL,1536,2,0
2,46,5,3,BALLARD SOUTH,1399,2,0
2,33,15,33,NORTHGATE,1902,1,0
2,1,18,41,QUEEN ANNE,1415,0,0
2,8,18,41,QUEEN ANNE,218,2,0
2,1,14,30,DOWNTOWN COMMERCIAL,1562,1,0
2,53,8,12,CAPITOL HILL,625,1,0
2,54,8,11,CAPITOL HILL,364,6,0
2,51,13,27,NORTHGATE,1150,6,0
2,46,15,33,NORTHGATE,990,2,0
2,1,5,2,BALLARD SOUTH,1292,1,0
3,15,14,31,DOWNTOWN COMMERCIAL,940,2,0
2,46,22,50,ROOSEVELT/RAVENNA,1602,0,0
2,27,8,11,CAPITOL HILL,1244,4,0
2,53,11,22,ROOSEVELT/RAVENNA,7,1,0
2,12,12,23,DOWNTOWN COMMERCIAL,462,1,0
2,53,11,22,ROOSEVELT/RAVENNA,877,1,0
2,53,18,41,QUEEN ANNE,689,2,0
2,53,13,27,ROOSEVELT/RAVENNA,549,2,0
2,33,13,27,ROOSEVELT/RAVENNA,549,2,0
2,44,15,34,NORTHGATE,202,2,0
2,54,18,40,QUEEN ANNE,0,6,0
3,55,22,48,UNIVERSITY,1589,0,0
1,0,11,22,ROOSEVELT/RAVENNA,1059,5,0
2,33,14,30,SLU/CASCADE,508,4,0
2,54,18,41,SLU/CASCADE,981,1,0
2,46,14,31,DOWNTOWN COMMERCIAL,1519,2,0
2,9,22,49,UNIVERSITY,1339,2,0
2,58,22,49,UNIVERSITY,1339,2,0
2,53,6,5,CAPITOL HILL,1228,2,0
2,8,5,2,BALLARD SOUTH,0,1,0
2,8,22,49,UNIVERSITY,1244,3,0
1,29,8,13,FIRST HILL,1806,4,0
1,47,12,23,DOWNTOWN COMMERCIAL,1699,3,0
1,29,13,27,NORTHGATE,1606,4,0
2,46,13,27,NORTHGATE,1648,4,0
2,8,22,49,UNIVERSITY,1302,4,0
1,47,7,9,SLU/CASCADE,1428,0,0
1,0,7,9,QUEEN ANNE,1086,4,0
2,12,7,9,QUEEN ANNE,1086,4,0
1,47,5,3,BALLARD SOUTH,1289,4,0
2,33,15,34,NORTHGATE,1806,2,0
1,0,8,11,CAPITOL HILL,1094,4,0
2,53,22,48,ROOSEVELT/RAVENNA,0,5,0
2,8,22,48,UNIVERSITY,121,1,0
2,8,6,5,CAPITOL HILL,496,4,0
2,12,6,5,CAPITOL HILL,496,4,0
2,8,22,50,ROOSEVELT/RAVENNA,1522,3,0
2,51,22,48,UNIVERSITY,1902,3,0
2,19,22,48,ROOSEVELT/RAVENNA,984,2,0
1,0,8,13,FIRST HILL,467,4,0
2,1,8,13,FIRST HILL,467,4,0
2,1,22,48,ROOSEVELT/RAVENNA,585,4,0
1,47,22,48,UNIVERSITY,65,4,0
2,50,11,22,ROOSEVELT/RAVENNA,2045,3,0
2,8,22,49,UNIVERSITY,1955,3,0
2,12,8,12,FIRST HILL,1837,3,0
3,15,14,31,DOWNTOWN COMMERCIAL,1850,3,0
3,15,14,31,DOWNTOWN COMMERCIAL,1836,3,0
2,12,5,2,BALLARD SOUTH,1537,3,0
3,11,7,10,SLU/CASCADE,1286,3,0
2,12,8,12,CAPITOL HILL,0,3,0
2,54,22,48,ROOSEVELT/RAVENNA,1562,0,0
2,8,7,10,SLU/CASCADE,2095,1,0
2,54,22,49,UNIVERSITY,276,6,0
2,53,8,11,CAPITOL HILL,1228,0,0
2,54,22,48,UNIVERSITY,1492,0,0
2,46,22,50,ROOSEVELT/RAVENNA,926,3,0
1,0,12,24,DOWNTOWN COMMERCIAL,1339,1,0
2,8,22,49,UNIVERSITY,1067,2,0
2,53,5,3,BALLARD SOUTH,978,0,0
2,53,14,31,DOWNTOWN COMMERCIAL,1428,1,0
3,13,7,10,SLU/CASCADE,294,3,0
2,12,18,41,QUEEN ANNE,476,3,0
1,0,8,11,CAPITOL HILL,549,3,0
3,13,14,30,DOWNTOWN COMMERCIAL,6,3,0
2,44,18,41,SLU/CASCADE,28,3,0
2,46,7,10,SLU/CASCADE,1123,2,0
2,12,8,11,CAPITOL HILL,1522,1,0
2,46,5,2,BALLARD SOUTH,828,2,0
2,54,22,48,ROOSEVELT/RAVENNA,1080,1,0
2,53,8,12,CAPITOL HILL,625,1,0
2,8,8,11,CAPITOL HILL,741,2,0
2,8,8,11,CAPITOL HILL,1135,1,0
2,8,7,10,SLU/CASCADE,1428,6,0
2,8,7,9,SLU/CASCADE,1339,4,0
1,0,12,23,DOWNTOWN COMMERCIAL,1415,6,0
2,33,14,30,SLU/CASCADE,2087,4,0
1,29,14,29,DOWNTOWN COMMERCIAL,1446,0,0
2,8,18,40,QUEEN ANNE,1606,6,0
2,33,18,40,QUEEN ANNE,1606,6,0
2,1,6,5,CAPITOL HILL,1157,5,0
1,29,6,5,CAPITOL HILL,1954,5,0
1,0,22,49,UNIVERSITY,1698,5,0
2,12,22,49,UNIVERSITY,1698,5,0
2,1,10,17,FIRST HILL,1753,5,0
1,29,8,11,CAPITOL HILL,1428,5,0
3,55,14,31,DOWNTOWN COMMERCIAL,1530,5,0
2,46,22,49,UNIVERSITY,1451,5,0
3,55,11,22,ROOSEVELT/RAVENNA,1419,5,0
1,29,22,48,ROOSEVELT/RAVENNA,1244,5,0
1,0,22,48,UNIVERSITY,1094,5,0
2,54,11,22,ROOSEVELT/RAVENNA,354,5,0
1,29,8,13,FIRST HILL,1244,5,0
1,29,7,9,QUEEN ANNE,636,5,0
3,55,12,25,DOWNTOWN COMMERCIAL,0,5,0
1,29,22,49,UNIVERSITY,961,5,0
2,44,5,2,BALLARD SOUTH,823,5,0
2,8,11,22,ROOSEVELT/RAVENNA,1428,4,0
1,47,12,24,DOWNTOWN COMMERCIAL,59,5,0
1,0,18,40,QUEEN ANNE,1770,4,0
2,8,22,48,ROOSEVELT/RAVENNA,0,0,0
2,27,5,2,BALLARD SOUTH,0,5,0
2,12,10,17,FIRST HILL,1770,3,0
2,46,13,27,NORTHGATE,1552,2,0
3,55,11,22,ROOSEVELT/RAVENNA,1157,3,0
2,12,13,26,NORTHGATE,135,2,0
2,1,18,40,QUEEN ANNE,220,0,0
1,29,7,9,SLU/CASCADE,1166,2,0
2,33,8,12,FIRST HILL,0,4,0
2,33,15,34,NORTHGATE,1499,6,0
3,56,12,23,DOWNTOWN COMMERCIAL,1216,5,0
1,29,12,23,DOWNTOWN COMMERCIAL,990,5,0
2,33,22,48,UNIVERSITY,0,1,0
2,33,12,25,DOWNTOWN COMMERCIAL,823,4,0
2,8,14,31,DOWNTOWN COMMERCIAL,0,4,0
2,12,8,12,CAPITOL HILL,949,2,0
2,8,15,34,NORTHGATE,95,6,0
1,29,22,49,UNIVERSITY,354,6,0
1,47,8,13,FIRST HILL,1528,6,0
1,21,22,49,UNIVERSITY,1499,6,0
2,8,22,48,UNIVERSITY,196,2,0
2,54,22,48,ROOSEVELT/RAVENNA,474,6,0
1,29,15,34,NORTHGATE,865,6,0
2,54,18,41,QUEEN ANNE,0,6,0
2,53,13,27,NORTHGATE,586,4,0
1,47,8,13,CAPITOL HILL,502,6,0
2,12,8,13,FIRST HILL,864,3,0
2,12,8,12,CAPITOL HILL,864,5,0
2,53,10,17,FIRST HILL,65,4,0
2,53,5,3,BALLARD SOUTH,637,4,0
2,1,13,27,NORTHGATE,464,6,0
3,13,10,17,FIRST HILL,1759,5,0
2,12,7,9,SLU/CASCADE,79,6,0
1,0,7,9,SLU/CASCADE,79,6,0
2,12,8,11,CAPITOL HILL,116,6,0
1,0,18,41,QUEEN ANNE,1920,5,0
2,46,13,27,NORTHGATE,1720,5,0
2,44,12,23,DOWNTOWN COMMERCIAL,1793,5,0
2,8,14,29,DOWNTOWN COMMERCIAL,1415,5,0
1,21,8,12,CAPITOL HILL,1244,0,0
3,55,13,27,NORTHGATE,1530,5,0
2,1,7,10,SLU/CASCADE,697,1,0
2,12,18,40,QUEEN ANNE,680,2,0
2,1,5,3,BALLARD SOUTH,590,5,0
2,54,7,9,SLU/CASCADE,741,2,0
2,53,7,10,SLU/CASCADE,0,5,0
2,1,7,10,SLU/CASCADE,1481,2,0
2,53,7,9,QUEEN ANNE,1884,4,0
2,1,22,49,UNIVERSITY,1562,6,0
2,53,15,34,NORTHGATE,354,5,0
2,8,8,11,CAPITOL HILL,519,5,0
2,8,7,9,QUEEN ANNE,378,5,0
2,12,22,49,UNIVERSITY,0,5,0
2,12,22,49,UNIVERSITY,0,2,0
3,55,15,34,NORTHGATE,65,5,0
2,12,18,40,QUEEN ANNE,176,5,0
2,12,22,49,UNIVERSITY,0,2,0
2,8,18,40,QUEEN ANNE,1973,4,0
2,51,15,33,NORTHGATE,1587,4,0
2,12,15,33,NORTHGATE,1920,4,0
1,0,18,40,QUEEN ANNE,1764,4,0
2,33,14,30,SLU/CASCADE,1460,4,0
2,51,10,17,FIRST HILL,1685,4,0
2,8,8,11,CAPITOL HILL,1699,3,0
1,47,8,12,CAPITOL HILL,972,4,0
2,46,8,13,CAPITOL HILL,1082,4,0
2,54,5,3,BALLARD SOUTH,1861,3,0
3,55,14,31,DOWNTOWN COMMERCIAL,625,4,0
2,58,15,34,NORTHGATE,95,1,0
2,12,8,12,CAPITOL HILL,2102,3,0
2,46,22,50,ROOSEVELT/RAVENNA,1554,3,0
2,8,6,5,CAPITOL HILL,438,2,0
2,44,6,5,CAPITOL HILL,1499,3,0
2,26,5,2,BALLARD SOUTH,0,5,0
2,27,5,2,BALLARD SOUTH,0,5,0
2,53,8,13,CAPITOL HILL,661,3,0
2,12,15,33,NORTHGATE,0,2,0
2,54,15,33,NORTHGATE,0,2,0
2,46,22,50,ROOSEVELT/RAVENNA,1408,3,0
2,12,18,41,QUEEN ANNE,0,3,0
2,8,8,13,CAPITOL HILL,1887,2,0
2,8,8,13,CAPITOL HILL,781,3,0
2,8,11,22,ROOSEVELT/RAVENNA,0,5,0
2,46,22,50,ROOSEVELT/RAVENNA,965,3,0
2,8,6,5,CAPITOL HILL,0,1,0
2,9,22,48,UNIVERSITY,984,1,0
2,19,22,48,UNIVERSITY,984,1,0
2,58,10,17,FIRST HILL,1113,2,0
2,8,22,48,ROOSEVELT/RAVENNA,1428,2,0
2,10,22,49,UNIVERSITY,1562,2,0
2,12,7,9,SLU/CASCADE,1152,2,0
2,54,5,3,BALLARD SOUTH,1699,1,0
2,33,5,3,BALLARD SOUTH,1699,1,0
2,8,14,31,DOWNTOWN COMMERCIAL,1699,6,0
2,53,13,26,NORTHGATE,396,3,0
2,1,8,11,CAPITOL HILL,1960,0,0
2,12,7,10,SLU/CASCADE,1406,0,0
2,1,7,9,SLU/CASCADE,1031,5,0
1,29,15,34,NORTHGATE,1031,0,0
2,8,7,10,SLU/CASCADE,1317,0,0
2,8,15,34,NORTHGATE,1699,6,0
2,54,8,13,FIRST HILL,0,3,0
2,51,18,41,QUEEN ANNE,301,6,0
2,46,15,34,NORTHGATE,1164,0,0
2,51,5,2,BALLARD SOUTH,1902,4,0
2,44,5,3,BALLARD SOUTH,1094,0,0
2,33,15,33,NORTHGATE,158,0,0
2,12,22,48,UNIVERSITY,1270,5,0
2,8,7,10,SLU/CASCADE,823,0,0
2,8,18,41,SLU/CASCADE,714,6,0
3,15,14,29,DOWNTOWN COMMERCIAL,1024,0,0
2,54,8,11,CAPITOL HILL,1522,6,0
2,53,14,29,DOWNTOWN COMMERCIAL,1053,6,0
2,8,11,22,ROOSEVELT/RAVENNA,95,6,0
2,8,22,49,UNIVERSITY,0,5,0
2,53,11,22,ROOSEVELT/RAVENNA,1587,4,0
2,54,13,27,NORTHGATE,1048,3,0
2,8,15,33,NORTHGATE,1157,4,0
2,12,7,9,QUEEN ANNE,549,6,0
2,8,7,9,SLU/CASCADE,0,6,0
1,0,5,2,BALLARD SOUTH,775,0,0
2,53,7,10,SLU/CASCADE,1806,6,0
1,29,22,48,UNIVERSITY,667,0,0
1,47,22,49,UNIVERSITY,542,0,0
2,8,18,41,QUEEN ANNE,143,6,0
1,0,5,2,BALLARD SOUTH,303,0,0
1,29,8,11,CAPITOL HILL,1987,6,0
2,46,18,41,QUEEN ANNE,1813,6,0
2,44,14,30,SLU/CASCADE,2093,6,0
2,12,10,17,FIRST HILL,2,0,0
2,12,14,29,DOWNTOWN COMMERCIAL,1924,6,0
3,56,8,12,CAPITOL HILL,1902,6,0
2,46,14,29,DOWNTOWN COMMERCIAL,1574,6,0
2,54,13,27,NORTHGATE,1157,0,0
2,8,7,9,SLU/CASCADE,1902,5,0
2,8,13,26,NORTHGATE,1428,6,0
2,33,11,22,ROOSEVELT/RAVENNA,1428,5,0
2,8,22,50,ROOSEVELT/RAVENNA,1235,6,0
2,46,15,34,NORTHGATE,1199,6,0
2,12,18,40,QUEEN ANNE,1522,5,0
2,8,5,2,BALLARD SOUTH,0,4,0
1,0,8,13,FIRST HILL,1244,5,0
2,1,12,24,DOWNTOWN COMMERCIAL,1198,6,0
2,53,8,13,FIRST HILL,984,5,0
2,46,14,30,DOWNTOWN COMMERCIAL,1048,6,0
3,15,14,30,DOWNTOWN COMMERCIAL,1048,6,0
2,46,22,50,ROOSEVELT/RAVENNA,1048,6,0
2,58,22,48,ROOSEVELT/RAVENNA,661,6,0
2,12,12,25,DOWNTOWN COMMERCIAL,936,6,0
2,53,22,48,ROOSEVELT/RAVENNA,0,6,0
2,46,22,48,ROOSEVELT/RAVENNA,880,6,0
2,33,5,3,BALLARD SOUTH,1902,5,0
1,47,18,41,SLU/CASCADE,736,6,0
2,54,22,48,UNIVERSITY,790,4,0
2,12,8,12,CAPITOL HILL,939,3,0
2,12,8,13,FIRST HILL,921,3,0
2,8,18,41,QUEEN ANNE,395,6,0
2,1,5,3,BALLARD SOUTH,1902,5,0
2,54,7,9,SLU/CASCADE,1381,4,0
2,8,8,11,CAPITOL HILL,1577,4,0
2,33,8,11,CAPITOL HILL,1902,4,0
2,8,13,27,NORTHGATE,1428,4,0
2,8,8,11,CAPITOL HILL,143,4,0
2,51,8,12,FIRST HILL,661,3,0
2,53,7,10,SLU/CASCADE,508,3,0
2,26,5,2,BALLARD SOUTH,1861,4,0
2,51,7,10,SLU/CASCADE,1365,2,0
2,53,5,3,BALLARD SOUTH,0,0,0
2,54,18,40,QUEEN ANNE,1327,5,0
2,53,8,11,CAPITOL HILL,371,1,0
2,53,18,40,QUEEN ANNE,231,5,0
1,29,7,9,SLU/CASCADE,770,5,0
2,12,8,11,CAPITOL HILL,921,3,0
2,51,10,17,FIRST HILL,577,4,0
2,12,8,11,CAPITOL HILL,905,3,0
2,44,12,24,DOWNTOWN COMMERCIAL,820,5,0
2,12,8,12,FIRST HILL,768,1,0
2,12,8,13,CAPITOL HILL,484,2,0
2,54,8,13,CAPITOL HILL,1606,1,0
2,1,15,34,NORTHGATE,1478,5,0
2,53,15,34,NORTHGATE,574,3,0
2,12,15,34,NORTHGATE,1082,2,0
2,8,10,17,FIRST HILL,1548,5,0
2,53,22,49,UNIVERSITY,1572,0,0
2,51,22,48,ROOSEVELT/RAVENNA,1699,4,0
2,8,18,40,QUEEN ANNE,1391,2,0
2,51,13,26,NORTHGATE,802,1,0
2,12,13,26,NORTHGATE,802,1,0
2,8,7,10,SLU/CASCADE,336,4,0
2,9,13,27,NORTHGATE,1833,2,0
2,33,13,27,NORTHGATE,0,1,0
2,46,15,33,NORTHGATE,1076,2,0
2,8,6,5,CAPITOL HILL,1806,1,0
2,8,11,22,ROOSEVELT/RAVENNA,1485,1,0
2,26,22,48,ROOSEVELT/RAVENNA,0,3,0
2,53,7,10,SLU/CASCADE,1902,1,0
2,12,14,30,DOWNTOWN COMMERCIAL,121,2,0
2,12,8,11,CAPITOL HILL,493,1,0
2,51,22,48,UNIVERSITY,945,0,0
2,26,22,49,UNIVERSITY,0,5,0
1,0,22,49,UNIVERSITY,152,2,0
2,33,18,41,QUEEN ANNE,1244,1,0
1,47,7,8,SLU/CASCADE,1113,1,0
2,51,5,2,BALLARD SOUTH,741,6,0
2,8,18,41,QUEEN ANNE,1810,4,0
2,1,13,27,NORTHGATE,1676,2,0
2,8,7,9,QUEEN ANNE,1994,5,0
2,44,7,10,SLU/CASCADE,1661,5,0
1,0,18,41,SLU/CASCADE,1342,5,0
2,44,6,5,CAPITOL HILL,1447,4,0
3,56,15,34,NORTHGATE,1606,3,0
3,15,15,34,NORTHGATE,1606,3,0
2,33,15,34,NORTHGATE,1076,2,0
2,53,5,3,BALLARD SOUTH,1753,1,0
2,12,8,13,FIRST HILL,2043,0,0
2,12,11,22,ROOSEVELT/RAVENNA,1428,6,0
2,12,8,11,CAPITOL HILL,0,5,0
2,54,18,41,QUEEN ANNE,984,1,0
2,46,13,27,NORTHGATE,1053,5,0
2,53,5,2,BALLARD SOUTH,1449,1,0
2,46,15,33,NORTHGATE,1031,2,0
2,12,8,12,CAPITOL HILL,972,5,0
2,1,22,48,ROOSEVELT/RAVENNA,290,1,0
1,0,8,12,CAPITOL HILL,15,3,0
1,47,14,31,DOWNTOWN COMMERCIAL,314,2,0
2,33,8,11,CAPITOL HILL,661,6,0
2,54,8,11,CAPITOL HILL,661,6,0
2,8,7,10,SLU/CASCADE,0,5,0
2,12,7,9,SLU/CASCADE,0,0,0
